time;x;y;yaw;x_gt;y_gt;yaw_gt;error_x;error_y;error_yaw;RMS
82;-247.7128491073;295.1065268139;-1.0005141612;-247.1721258181;295.5940683213;-1.0004894415;0.5407232893;0.4875415074;2.4719716908761E-05;0.7280648306
82.5;-247.6569262153;295.0897418291;-1.0004385093;-247.1726636998;295.5949127721;-1.0004634139;0.4842625155;0.505170943;2.49045948206295E-05;0.6997913019
83;-247.6912100257;294.9284442843;-1.0005335525;-247.17318448;295.5957302844;-1.0004374069;0.5180255456;0.6672860001;9.6145569342454E-05;0.8447609609
83.5;-247.6182558965;295.0344974823;-1.0003634584;-247.173688714;295.5965217096;-1.0004115325;0.4445671826;0.5620242272;4.80740842812022E-05;0.7165969677
84;-247.6418006311;295.0165143694;-1.0004731938;-247.1741769388;295.5972878722;-1.0003858978;0.4676236923;0.5807735027;0.000087296;0.7456338154
84.5;-247.6719354999;294.9779944829;-1.0003931807;-247.1746496741;295.5980295706;-1.0003606051;0.4972858258;0.6200350877;3.257555349645E-05;0.7948186608
85;-247.7222419475;295.0911743502;-1.0003346824;-247.1751074224;295.598747578;-1.0003357518;0.5471345251;0.5075732278;1.06939996080691E-06;0.7463154629
85.5;-247.7098692374;295.1324007647;-1.0004077001;-247.1755506698;295.5994426429;-1.0003114305;0.5343185677;0.4670418782;9.62695355359866E-05;0.7096650316
86;-247.7458644419;295.1505782149;-1.0001923409;-247.1759798862;295.6001154905;-1.0002877295;0.5698845557;0.4495372756;9.5388532424856E-05;0.7258458363
86.5;-247.6967751251;295.0309050137;-1.0003603909;-247.1763955263;295.6007668227;-1.0002647323;0.5203795988;0.569861809;9.565863661809E-05;0.7717107083
87;-247.7982831232;294.9530363326;-1.0002125641;-247.1767980294;295.6013973195;-1.0002425183;0.6214850938;0.648360987;2.99542428450206E-05;0.8981178609
87.5;-247.7854753346;294.9784076874;-1.0003754813;-247.1771878202;295.6020076396;-1.0002211628;0.6082875145;0.6235999522;0.0001543185;0.8711432858
