time;x;y;yaw;x_gt;y_gt;yaw_gt;error_x;error_y;error_yaw;RMS
71;-248.8503765589;308.8428000885;-1.2148694142;-248.8552053494;297.1454693446;-1.2136398606;0.0048287906;11.6973307439;0.0012295537;11.6973318052
71.5;-248.8506194044;309.010308051;-1.2131875539;-248.8553262968;297.145890618;-1.212882935;0.0047068923;11.864417433;0.0003046189;11.8644183706
72;-248.8506194044;309.010308051;-1.2131875539;-248.855442841;297.1462986697;-1.2121497582;0.0048234365;11.8640093813;0.0010377957;11.8640104072
72.5;-248.8681756307;299.5653052159;-1.2118110027;-248.8555552534;297.1466938948;-1.2114397884;0.0126203773;2.4186113211;0.0003712143;2.4186442761
73;-248.8681756307;299.5653052159;-1.2118110027;-248.8556637955;297.1470766768;-1.2107524695;0.0125118352;2.418228539;0.0010585332;2.4182611384
73.5;-248.8683861853;299.7293791878;-1.210569275;-248.8557687172;297.1474473862;-1.2100872367;0.0126174681;2.5819318016;0.0004820383;2.5819626761
74;-248.8683861853;299.7293791878;-1.210569275;-248.8558602483;297.1477709976;-1.2095069411;0.0125259369;2.5816081902;0.0010623339;2.5816387965
74.5;-248.8685835722;299.8967405081;-1.209334365;-248.8559686403;297.1481540009;-1.208820757;0.0126149319;2.7485865072;0.0005136079;2.7486155038
75;-248.8685835722;299.8967405081;-1.209334365;-248.8560640832;297.1484905825;-1.2082183792;0.012519489;2.7482499256;0.0011159858;2.7482786679
75.5;-248.868769782;300.0640584016;-1.2077534488;-248.8561476357;297.1487843331;-1.2076932094;0.0126221462;2.9152740685;6.0239357900338E-05;2.9153013938
76;-248.868769782;300.0640584016;-1.2077534488;-248.8562469491;297.1491319043;-1.207072565;0.0125228329;2.9149264974;0.0006808838;2.9149534765
76.5;-248.8689459992;300.2313354436;-1.2067668353;-248.8563347457;297.14943726;-1.2065280419;0.0126112535;3.0818981836;0.0002387935;3.0819239956
77;-248.8689459992;300.2313354436;-1.2067668353;-248.8564203485;297.1497328079;-1.2060017342;0.0125256506;3.0816026357;0.0007651011;3.0816281868
77.5;-248.8691136014;300.3985739642;-1.2058392136;-248.8565039169;297.1500188345;-1.2054931263;0.0126096844;3.2485551297;0.0003460873;3.2485796211
