time,x,y,x_gt,y_gt,error_x,error_y
25.0,-251.37271195995538,302.22393477887533,-250.00033879660103,299.99970973324901,1.3723731633543537,2.2242250456263264
25.5,-251.39060991604924,302.48051281342765,-250.00034831057289,299.99970564859171,1.3902616054763541,2.4808071648359373
26.0,-251.50834429662902,303.17438893918506,-250.00035740677498,299.99970197132996,1.5079868898540383,3.1746869678551093
26.5,-251.95115987270412,303.12781222645668,-250.0003660593737,299.99969869890862,1.9507938133304208,3.1281135275480665
27.0,-252.02881753791175,303.21921889429427,-250.00037424485646,299.99969582725669,2.0284432930552896,3.219523067037585
27.5,-252.78662655660864,303.23804344691376,-250.00038194211493,299.99969335090458,2.786244614493711,3.2383500960091851
28.0,-253.37757653240561,303.88696469893506,-250.00038913250702,299.99969126309242,3.3771873998985882,3.8872734358426442
28.5,-253.77681114815783,303.82581348204729,-250.00039579989209,299.99968955585246,3.7764153482657434,3.826123926194839
29.0,-253.71513227594571,304.01085930251378,-250.00040193060636,299.9996882200204,3.7147303453393477,4.0111710824933766
29.5,-253.62636257066376,304.23954461635606,-250.00040751279383,299.99968724424735,3.6259550578699304,4.2398573721087018
30.0,-254.19512591907588,304.32532011514553,-250.00041254100762,299.99968662216071,4.1947133780682577,4.3256334929848208
30.5,-254.25072288017836,304.26250148741292,-250.00041701118332,299.99968634453609,4.2503058689950421,4.2628151428768319
31.0,-254.40506085827371,304.05502545683009,-250.00042091689338,299.99968639382485,4.4046399413803385,4.055339063005249
31.5,-254.64544110455631,303.61706272146142,-250.00042425680434,299.99968675553509,4.6450168477519753,3.6173759659263283
32.0,-254.75312701277906,303.5100979066097,-250.00042703285365,299.99968741554756,4.7526999799254099,3.5104104910621459
32.5,-254.8178401727755,303.92755359881983,-250.00042925008989,299.99968836047481,4.8174109226856103,3.9278652383450208
33.0,-255.03149821304046,304.04829875188102,-250.00043091586053,299.9996895769271,5.0310672971799306,4.0486091749539241
33.5,-254.94644669752407,304.18190183661744,-250.00043203936332,299.99969105133908,4.9460146581607489,4.1822107852783574
34.0,-254.81488085456863,304.23657097904783,-250.00043263137823,299.99969276998218,4.8144482231903964,4.2368782090656509
34.5,-254.96943423035947,303.79560797162787,-250.00043270556935,299.99969472146904,4.9690015247901158,3.7959132501588329
35.0,-255.23648803158605,303.47698333821438,-250.00043227179876,299.99969688708819,5.2360557597872912,3.4772864511261901
35.5,-255.57953015082668,303.56940026564911,-250.00043134020186,299.99969924747569,5.5790988106248278,3.5697010181734186
36.0,-255.32539988957996,303.87758594483643,-250.00042993227015,299.9997017978755,5.3249699573098042,3.8778841469609233
36.5,-255.06390014488852,303.71214602525845,-250.00042806795628,299.99970452756094,5.0634720769322428,3.7124414976975117
37.0,-255.3381395923254,303.96739820495134,-250.00042576732639,299.99970742300764,5.3377138249990139,3.9676907819437019
37.5,-255.9556929481125,304.23238636313232,-250.00042305128289,299.99971046961747,5.9552698968296056,4.2326758935148519
38.0,-255.79669569050532,304.19596809770235,-250.00041994191093,299.99971365272472,5.7962757485943825,4.196254444977626
38.5,-255.62465984013934,304.06846032536623,-250.00041646253777,299.99971695806227,5.624243377601573,4.0687433673039664
39.0,-255.7256735731707,304.34294793535025,-250.00041263765183,299.99972037194141,5.7252609355188611,4.3432275634088455
39.5,-255.3869727242157,304.38507091532284,-250.00040849261353,299.9997238811178,5.3865642316021649,4.38534703420504
40.0,-255.20498215172569,304.84496113107031,-250.00040405350506,299.99972747277513,5.2045780982206225,4.8452336582951716
40.5,-255.2946389770583,304.6486602176011,-250.00039934688553,299.99973113443548,5.2942396301727683,4.6489290831656263
41.0,-255.10598645362782,304.10719873111174,-250.00039439974668,299.99973485406679,5.1055920538811392,4.1074638770449496
41.5,-254.72169044292826,304.21112852663441,-250.00038923915761,299.99973861983273,4.7213012037706505,4.2113899068016849
42.0,-254.66731649469628,304.3817430723592,-250.00038389230042,299.99974242029407,4.6669326023958604,4.3820006520651305
42.5,-254.65772065650791,304.75802110415464,-249.99938570505662,299.99820054578032,4.6583349514512804,4.7598205583743152
43.0,-255.06703336797256,304.66465565971805,-249.97662041042153,299.9627653518246,5.090412957551024,4.70189030789345
43.5,-255.15995045932834,305.13962792654769,-249.92706554654677,299.88561591164722,5.2328849127815715,5.2540120149004679
44.0,-255.02630949868455,305.27865569733206,-249.86606189757887,299.79063954654583,5.1602476011056808,5.4880161507862226
44.5,-254.62015339403089,305.09010199349603,-249.80004941044942,299.6878642610198,4.8201039835814754,5.4022377324762374
45.0,-254.46671940450375,304.5397508482863,-249.73096211641524,299.5803014923971,4.7357572880885073,4.9594493558892054
45.5,-254.36184312353717,304.4884203119824,-249.65931579993298,299.46875367296536,4.7025273236041869,5.0196666390170321
46.0,-254.26358655499843,304.63308581632418,-249.58604610194627,299.35467677133812,4.6775404530521598,5.2784090449860628
46.5,-254.58508115816053,304.58228099482051,-249.51153513470098,299.23866494290161,5.0735460234595564,5.3436160519189002
47.0,-254.43126216331703,304.21195425151433,-249.43621240552423,299.12138628782446,4.995049757792799,5.090567963689864
47.5,-254.27425083264737,304.09580109375366,-249.36013488544114,299.00292901529571,4.914115947206227,5.0928720784579582
48.0,-254.78398393252061,304.0920921319144,-249.2831712094991,298.88308816371506,5.5008127230215109,5.2090039681993403
48.5,-254.740685078105,304.49084753626443,-249.20525990040252,298.76176767806754,5.5354251777024785,5.7290798581968829
49.0,-254.71626104589953,305.04697535454562,-249.12640797555943,298.6389781946408,5.5898530703400979,6.4079971599048235
49.5,-254.45843661498105,304.86509919228064,-249.04662666227679,298.51473696703033,5.4118099527042602,6.3503622252503078
50.0,-254.42767750723982,304.6770190013529,-248.96592862413758,298.38906349969636,5.4617488831022456,6.2879555016565405
50.5,-254.55190542166321,304.31358094461393,-248.88432693030688,298.2619779606772,5.6675784913563234,6.051602983936732
51.0,-254.48311929504669,304.0171515066811,-248.8018346850825,298.13350057939067,5.6812846099641945,5.8836509272904323
51.5,-254.513744120056,303.74931064731948,-248.71842607781809,298.00359098496546,5.7953180422379091,5.7457196623540199
52.0,-254.52272749690502,303.9620589699681,-248.63417456931265,297.87236343332086,5.8885529275923716,6.0896955366472412
52.5,-254.41117975509349,303.42783498229301,-248.54908219450354,297.73982093708054,5.8620975605899446,5.6880140452124692
53.0,-254.20197363412203,302.97571861722128,-248.46315444037839,297.60597189005927,5.7388191937436375,5.3697467271620098
53.5,-253.93309728780289,302.73665524717399,-248.37642091829284,297.47086226790663,5.5566763695100576,5.2657929792673599
54.0,-254.20290008556262,302.45333413826546,-248.28888406482915,297.33449571779414,5.9140160207334702,5.1188384204713202
54.5,-253.62517096914931,302.48012829228247,-248.20052549195367,297.19684344379351,5.4246454771956394,5.283284848488961
55.0,-253.61889058634142,302.37237381427008,-248.11142581680915,297.05803089676056,5.5074647695322767,5.3143429175095207
55.5,-253.43130656144845,302.51751788334468,-248.02217056765915,296.91897024754508,5.409135993789306,5.5985476357996049
56.0,-253.45140895453014,302.13429370254812,-247.94804578365677,296.80347938019247,5.5033631708733708,5.3308143223556499
56.5,-252.982014170886,301.59783066691762,-247.88771283536886,296.70947518225586,5.0943013355171445,4.8883554846617585
57.0,-252.59809001886802,301.30852723988016,-247.8274713500644,296.61561126207698,4.7706186688036212,4.6929159778031817
57.5,-252.91681875773341,301.33381479455659,-247.77050199215077,296.52684333604833,5.1463167655826396,4.8069714585082579
58.0,-252.98855625254802,301.50762054690546,-247.71044577229534,296.43326280351693,5.2781104802526784,5.0743577433885321
58.5,-252.88940035903821,301.35673066219931,-247.63768901495246,296.31988715982976,5.2517113440857486,5.0368435023695497
59.0,-253.16215183634685,300.89431977307936,-247.55426204469774,296.1898790299831,5.6078897916491144,4.7044407430962565
59.5,-252.73778699280663,300.38969530042641,-247.47969514062396,296.07367165847654,5.2580918521826732,4.3160236419498688
60.0,-252.6786845409994,300.63772100589784,-247.39501673539027,295.94169192333936,5.2836678056091273,4.6960290825584821
60.5,-252.25412714114267,300.71840034686858,-247.30371738736829,295.79938320721277,4.9504097537743803,4.9190171396558071
61.0,-251.7952478558945,300.56260565687165,-247.20932093551542,295.65223969520281,4.5859269203790802,4.9103659616688446
61.5,-252.03095167784684,300.63023714049643,-247.1131699832338,295.50235476742557,4.9177816946130406,5.1278823730708609
62.0,-251.74678790832428,301.11397863846355,-247.01657882854209,295.35177735629577,4.7302090797821847,5.7622012821677799
62.5,-251.2191613736897,300.97007892168665,-246.91946470992252,295.20037836285798,4.299696663767179,5.7697005588286743
63.0,-251.30903836591006,300.97920733734713,-246.82159734889279,295.04779854869872,4.4874410170172609,5.9314087886484117
63.5,-250.92496190441904,300.86738844677529,-246.72292466649998,294.89395645291847,4.2020372379190576,5.9734319938568206
64.0,-250.8910577153521,300.98522260348074,-246.62332216129144,294.73865767891522,4.2677355540606641,6.2465649245655186
64.5,-250.71806995537739,300.79268689021427,-246.52285941561544,294.58201045690515,4.1952105397619448,6.2106764333091178
65.0,-251.00377452691134,300.26661899189673,-246.422405422157,294.42536967575307,4.5813691047543443,5.8412493161436601
65.5,-250.98429611044105,300.28603995088349,-246.33615636320877,294.29087397040951,4.6481397472322783,5.9951659804739847
66.0,-250.96023033963223,300.03275141257274,-246.27978088924229,294.20296101060688,4.6804494503899434,5.8297904019658517
66.5,-250.54639409857327,300.29045908303021,-246.25210941691532,294.15980989729303,4.2942846816579561,6.1306491857371839
67.0,-250.67205701448179,299.85515055098972,-246.24472262296089,294.14829209693141,4.4273343915209011,5.7068584540583061
67.5,-250.43405399993588,299.61849283206794,-246.24840683831152,294.15403992720229,4.1856471616243596,5.4644529048656523
68.0,-250.41683172246104,299.60272635387872,-246.25624040369306,294.16625933428992,4.1605913187679846,5.4364670195888039
68.5,-250.7570024555456,299.62309681310165,-246.26418699766324,294.17865537568065,4.492815457882358,5.4444414374210055
69.0,-250.87822456189897,299.87031765950962,-246.27053092152408,294.18855201451612,4.6076936403748903,5.6817656449935043
69.5,-250.75387438854952,299.97245803914677,-246.27499477523963,294.19551648902382,4.4788796133098856,5.776941550122956
70.0,-250.60879304316126,300.22884440873838,-246.27797232666845,294.20016293610161,4.3308207164928092,6.0286814726367766
70.5,-250.40509640036399,300.09611358873292,-246.28002373826058,294.20336513932369,4.1250726621034062,5.8927484494092255
71.0,-250.39191761445818,300.28213642079629,-246.28162230577041,294.20586141042065,4.1102953086877676,6.0762750103756389
71.5,-250.07185403105464,299.9462093346549,-246.28307401454529,294.20812905642958,3.7887800165093495,5.7380802782253113
72.0,-250.02395169838292,300.08955474642988,-246.28453038490815,294.21040440452055,3.7394213134747645,5.8791503419093374
72.5,-249.5001173853824,300.06797976605947,-246.28603721078107,294.21275884560822,3.214080174601321,5.8552209204512451
73.0,-249.47884971553256,299.15738789230579,-246.28758583051078,294.21517882561608,3.1912638850217832,4.9422090666897134
73.5,-249.58315019317553,298.95349391978556,-246.28914610801115,294.21761729701342,3.2940040851643744,4.7358766227721389
74.0,-249.66146306024203,298.8244272467108,-246.29068863790496,294.22002835896097,3.3707744223370639,4.6043988877498236
74.5,-250.01449669632001,298.63113261255205,-246.29219299259407,294.2223801217886,3.7223037037259417,4.4087524907634474
75.0,-250.61220824463115,298.52950403342658,-246.29364859059703,294.22465606020529,4.318559654034118,4.3048479732212854
75.5,-250.92403265697067,298.861750441825,-246.29505228530292,294.22685124997298,4.6289803716677511,4.6348991918520142
76.0,-250.63605555197117,298.69653974617137,-246.29640527628666,294.22896754779424,4.3396502756845052,4.4675721983771268
76.5,-250.48283851447709,298.54948942416058,-246.29771060603878,294.23100968488404,4.1851279084383179,4.3184797392765404
77.0,-250.59165721022831,298.71727173869306,-246.29897159924394,294.23298283154418,4.2926856109843641,4.4842889071488798
77.5,-250.38960270832089,298.59079758384331,-246.300191128157,294.23489145099717,4.0894115801638975,4.3559061328461439
78.0,-250.33526851125151,298.69876919936866,-246.30137142479416,294.23673900659435,4.0338970864573582,4.4620301927743071
78.5,-249.91731590539695,299.07254038095095,-246.30251417163214,294.23852810362922,3.6148017337648071,4.8340122773217331
79.0,-250.01123749787038,298.82522537344704,-246.30362068213984,294.24026077127257,3.707616815730546,4.5849646021744661
79.5,-250.24609984569219,298.58842598690171,-246.30469206814621,294.24193872389537,3.9414077775459759,4.3464872630063383
80.0,-250.33062641369867,298.74344496527277,-246.30572935523421,294.24356354122563,4.024897058464461,4.4998814240471461
80.5,-249.89208157409087,298.2665197512398,-246.30673354469695,294.24513676507354,3.5853480293939128,4.0213829861662589
81.0,-249.8653076621319,297.8713194339914,-246.30770563640573,294.24665993504738,3.5576020257261689,3.6246594989440268
81.5,-249.86526028052197,297.94918665237486,-246.30864662944754,294.2481345895763,3.5566136510744286,3.701052062798567
82.0,-249.77472116168826,298.27245421023798,-246.30955751370004,294.24956225279965,3.46516364798822,4.0228919574383326
82.5,-250.18833257386342,298.54087271498071,-246.31043926030441,294.2509444197471,3.8778933135590137,4.289928295233608
83.0,-250.48996129067129,298.45370736728836,-246.31129276296483,294.25228246479924,4.1786685277064635,4.2014249024891228
83.5,-250.57024190643452,298.09501345526144,-246.3121186400723,294.2535773329862,4.2581232663622188,3.8414361222752405
84.0,-250.97890979933109,298.1120632509689,-246.31291848025737,294.25483148362042,4.6659913190737257,3.8572317673484804
84.5,-250.66886377720962,298.22653168727226,-246.31369295064033,294.25604593842792,4.3551708265692923,3.9704857488443395
85.0,-250.8008852423643,298.28247739906175,-246.31444274546084,294.25722176191113,4.4864424969034644,4.0252556371506216
85.5,-250.67324100973539,298.17630859080646,-246.31516859911358,294.25836008178948,4.3580724106218156,3.9179485090169806
86.0,-250.60165174542615,298.46767260226051,-246.31587092261321,294.25946152191551,4.2857808228129386,4.208211080344995
86.5,-250.71280463259419,298.90054827295575,-246.31655106925621,294.26052817678482,4.3962535633379787,4.6400200961709288
87.0,-250.81656526313103,299.01267292316425,-246.31720969069593,294.26156104702693,4.4993555724350927,4.7511118761373154
87.5,-250.68549302385594,298.89724077164664,-246.31784737663864,294.26256103738831,4.3676456472173015,4.6346797342583272
88.0,-251.17990459486796,299.17298321806339,-246.31846475011514,294.26352910546967,4.8614398447528231,4.9094541125937212
88.5,-251.47325265308064,298.95039524609035,-246.31906245069496,294.26446623558724,5.1541902023856778,4.6859290105031164
89.0,-251.42785070459081,299.11177427239522,-246.31964111716485,294.26537341179102,5.1082095874259608,4.8464008606042057
89.5,-251.69608083380001,299.63398960640478,-246.32020137502465,294.26625159840114,5.3758794587753584,5.3677380080036414
90.0,-251.22617929303482,299.75347244656155,-246.3207438296449,294.26710172937862,4.9054354633899209,5.4863707171829219
90.5,-251.17881424307427,299.14643838092115,-246.32126906384221,294.26792470458111,4.8575451792320621,4.8785136763400487
91.0,-250.98252240528407,299.30400211539342,-246.32177763811453,294.26872139016496,4.6607447671695468,5.0352807252284606
91.5,-251.22121449101948,299.21376575442213,-246.32227009206545,294.26949262083201,4.8989443989540291,4.9442731335901158
92.0,-251.432735521773,298.96843362923096,-246.32274694607011,294.27023920244829,5.1099885757028858,4.6981944267826634
92.5,-251.41168008594684,298.60959406033459,-246.32320870272162,294.27096191431542,5.088471383225226,4.3386321460191652
93.0,-251.89575026239285,298.67174155474027,-246.32365584792683,294.27166151088727,5.5720944144660223,4.400080043852995
93.5,-252.04144390687176,298.73293117650604,-246.3240888516882,294.27233872299337,5.7173550551835604,4.4605924535126746
94.0,-251.90532579088156,299.53064707199502,-246.32450816867484,294.2729942587294,5.5808176222067232,5.2576528132656222
94.5,-252.11055055959173,299.65921784024073,-246.32491423867799,294.27362880416047,5.7856363209137385,5.3855890360802618
95.0,-251.87585417225844,299.26981805636439,-246.32530748702047,294.27424302395036,5.5505466852379755,4.995575032414024
95.5,-252.13979525124566,298.92231195814696,-246.32568832495807,294.27483756197387,5.8141069262875931,4.6474743961730951
96.0,-252.08172277942361,298.56108676785186,-246.32605715008634,294.27541304193244,5.7556656293372725,4.2856737259194233
96.5,-251.99776516812955,298.59141130157519,-246.32641434675557,294.2759700679814,5.6713508213739772,4.3154412335937877
97.0,-252.03489019286309,298.59450833480452,-246.32676028648885,294.27650922535423,5.7081299063742392,4.3179991094502839
97.5,-251.56081978885732,298.66741913090431,-246.32709532839593,294.27703108098126,5.2337244604613886,4.3903880499230468
98.0,-251.68228805034326,298.47916724525174,-246.32741981958108,294.2775361840927,5.3548682307621789,4.2016310611590484
98.5,-251.82841754436635,298.18660996459187,-246.32773409553988,294.27802506680194,5.5006834488264644,3.9085848977899218
99.0,-251.92089370685548,298.47180312865646,-246.32803848054542,294.27849824466972,5.5928552263100642,4.1933048839867411
99.5,-252.26291659798036,298.45672082324779,-246.32833321389796,294.2789561017421,5.9345833840824014,4.1777647215056959
100.0,-252.18041937483017,298.60057790381188,-246.32861864949356,294.27939920145701,5.8518007253366022,4.3211787023548709
100.5,-252.46055759406948,298.50360679129898,-246.32889520825563,294.27982821252397,6.1316623858138541,4.2237785787750113
101.0,-252.48438851316931,298.66884960379565,-246.32916309353303,294.28024346538456,6.155225419636281,4.3886061384110917
101.5,-251.93400991374986,297.83465450960392,-246.32942244833831,294.28064519712825,5.6045874654115551,3.5540093124756709
102.0,-252.14721015444175,298.15378922997792,-246.32967373951519,294.28103415005432,5.8175364149265647,3.8727550799235928
102.5,-251.91119980077028,298.16481158940417,-246.32991716116263,294.28141064207358,5.5812826396076503,3.8834009473305855
103.0,-251.70786928850441,298.68672874186444,-246.33015292274817,294.2817750155337,5.3777163657562426,4.4049537263307457
103.5,-251.85856570859789,298.3190778307345,-246.33038122002887,294.2821275918385,5.5281844885690248,4.0369502388959972
104.0,-252.15275639303752,298.01536407546229,-246.33060224244755,294.28246868290239,5.8221541505899665,3.7328953925598967
104.5,-252.36401205650668,297.94469871730786,-246.33081636452368,294.28279888931098,6.0331956919829963,3.6618998279968764
105.0,-252.62175407847042,298.20140080519792,-246.33102368330034,294.28311837951577,6.2907303951700726,3.9182824256821505
105.5,-252.79162201937856,298.23933822777337,-246.33122448199194,294.28342761217471,6.4603975373866263,3.9559106155986683
106.0,-252.93370443186743,298.28629770241849,-246.33141899986273,294.28372697751689,6.6022854320046918,4.0025707249016023
106.5,-253.36807319515196,298.75445278884246,-246.33160743478996,294.28401680124136,7.036465760362006,4.4704359876010926
107.0,-252.97125077587873,298.86067916644186,-246.33178992222193,294.28429731164761,6.6394608536568001,4.5763818547942492
107.5,-253.03623420302989,298.78654191232999,-246.33196662168925,294.28456877434479,6.7042675813406447,4.5019731379852033
108.0,-252.81533714472263,299.27010563409857,-246.33213770592025,294.28483147522093,6.4831994388023872,4.9852741588776439
108.5,-252.56966536174562,299.50448035095349,-246.332303351132,294.28508570524434,6.2373620106136229,5.2193946457091442
109.0,-252.59659005218796,299.16142720281096,-246.33246373057943,294.28533175033891,6.2641263216085292,4.8760954524720432
109.5,-252.25871782323142,299.65975728346177,-246.33261901130311,294.285569886242,5.9260988119283127,5.3741873972197709
110.0,-252.26678660649844,299.32808470528073,-246.33276935315749,294.28580037692706,5.9340172533409543,5.0422843283536736
110.5,-251.80868716131084,299.06292185164023,-246.33291490910511,294.28602347499555,5.4757722522057293,4.7768983766446809
111.0,-251.94742499646338,299.10868721577782,-246.33305582599948,294.28623942284298,5.6143691704639025,4.8224477929348382
111.5,-252.21990010028162,299.05483948587607,-246.33319224539883,294.28644845387731,5.8867078548827863,4.7683910319987604
112.0,-252.15787117438205,298.87998885562507,-246.33332430421123,294.28665079348173,5.8245468701708205,4.5933380621433457
112.5,-250.74768119163519,297.55884998380498,-246.33345213513317,294.28684665966119,4.4142290565020232,3.2720033241437818
113.0,-250.74729743013324,297.86123828304068,-246.3335758669227,294.2870362634398,4.4137215632105438,3.5742020196008752
113.5,-250.80032433861305,298.08892012215324,-246.33369562456869,294.28721980910001,4.4666287140443615,3.8017003130532316
114.0,-250.50269134556567,298.2660146615226,-246.33381152940873,294.28739749434908,4.1688798161569309,3.9786171671735246
114.5,-250.63681658535896,298.25096797504528,-246.3339236992301,294.28756951046643,4.3028928861288591,3.9633984645788587
115.0,-250.70158515085407,297.8211274652877,-246.3217105594035,294.26852614670844,4.379874591450573,3.5526013185792635
115.5,-250.58473663428441,298.03546791067583,-246.2837324548704,294.20931285081292,4.3010041794140079,3.8261550598629128
116.0,-250.31040237600754,297.97545859595556,-246.24863045631861,294.15458250530253,4.0617719196889368,3.8208760906530301
116.5,-249.8278848818141,297.47194905225649,-246.1958768631612,294.07232655967124,3.6320080186528969,3.3996224925852516
117.0,-249.4345805250554,297.1178825186451,-246.13077877756143,293.97081781316092,3.3038017474939636,3.1470647054841834
117.5,-248.95105928620876,296.79552556864633,-246.06042514447228,293.8611084443383,2.8906341417364843,2.9344171243080268
118.0,-248.87162649641155,296.03100422349638,-245.98741934343005,293.74725725359906,2.884207152981503,2.2837469698973223
118.5,-249.09233438212914,296.27297352370022,-245.91278123127069,293.63085426549674,3.1795531508584531,2.6421192582034791
119.0,-249.03485884957354,296.62257276734363,-245.83693841977311,293.51256613757232,3.1979204298004333,3.1100066297713056
119.5,-248.70336299401953,296.43435504657151,-245.76034812004494,293.39310585221295,2.9430148739745903,3.0412491943585565
120.0,-248.71268898147173,296.75187872573673,-245.68296025190836,293.27239518230863,3.0297287295633737,3.4794835434281026
120.5,-248.48388146992923,296.45747012235535,-245.60464465014843,293.15023095588901,2.8792368197808003,3.3072391664663314
121.0,-248.29779429578352,296.24698983440993,-245.52544083407426,293.02667466983132,2.7723534617092582,3.2203151645786079
121.5,-248.10164701267408,296.54970069576513,-245.44533278632457,292.90170116752989,2.6563142263495081,3.647999528235232
122.0,-247.4821364755056,296.73427448488769,-245.36432264598122,292.77531361175141,2.1178138295243798,3.9589608731362773
122.5,-247.05357558592155,296.56191855412641,-245.2842792240522,292.65042779156795,1.7692963618693511,3.9114907625584578
123.0,-247.28785250141775,296.06227806638549,-245.2103273944447,292.53504057936061,2.0775251069730416,3.5272374870248768
123.5,-247.61074224045791,296.03896719876684,-245.13160147483015,292.41219762536156,2.4791407656277613,3.6267695734052836
124.0,-247.72535088059962,295.76820686986781,-245.04926064570353,292.28370713879121,2.676090234896094,3.4844997310765962
124.5,-247.88355018936716,295.33865136757487,-244.96489746344676,292.15205375982123,2.9186527259203956,3.1865976077536402
